"","Year","State","measure","data_item","unit","Domain","Domain.Category","Value"
"160",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (CUPRAMMONIUM ACETATE = 36011)","0"
"161",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYANAMID = 14002)","0"
"162",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)","0"
"163",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (DECYLDIMETHYLOCTYL = 69165)","0"
"164",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIDECYL DIM. AMMON. = 69166)","0"
"165",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIMETHYLDIOCTYL = 69149)","0"
"166",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)","0.402"
"167",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (INDAZIFLAM = 80818)","0"
"168",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (INDOLEBUTYRIC ACID = 46701)","0"
"169",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","0"
"170",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)","0"
"171",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","FERTILIZER","FERTILIZER: (NITROGEN)","8"
"172",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","FERTILIZER","FERTILIZER: (PHOSPHATE)","7"
"173",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","FERTILIZER","FERTILIZER: (POTASH)","7"
"174",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / APPLICATION","FERTILIZER","FERTILIZER: (SULFUR)","19"
"175",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","0.385"
"176",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","0"
"177",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)","0"
"178",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)","0"
"179",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","0.447"
"180",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","4.319"
"181",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","4.625"
"182",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","2.615"
"183",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)","0"
"184",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","0"
"185",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","0"
"186",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","0.621"
"187",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","0"
"188",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","0.133"
"189",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","0"
"190",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","0.392"
"191",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","0"
"192",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)","0.136"
"193",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","4.967"
"194",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","0"
"195",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)","0"
"196",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","0.237"
"197",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)","0"
"198",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","0.227"
"199",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","0"
"200",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)","0"
"201",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRICHODERMA HARZ. = 119202)","0"
"202",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)","0"
"203",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (AMMONIUM PELARGONATE = 31802)","0"
"204",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","0"
"205",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLORANSULAM-METHYL = 129116)","0"
"206",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","1.36"
"207",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","0.265"
"208",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","1.339"
"209",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","0"
"210",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE AMM. SALT = 103604)","0"
"211",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","2.562"
"212",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","0"
"213",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","2.074"
"214",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","0"
"215",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","0.966"
"216",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENOXSULAM = 119031)","0"
"217",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","2.27"
"218",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEPHATE = 103301)","0"
"219",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","0.135"
"220",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","0.202"
"221",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","0"
"222",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","0.612"
"223",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","0"
"224",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)","0"
"225",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","0.302"
"226",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","1.484"
"227",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","0"
"228",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)","0"
"229",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","1.182"
"230",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","0.099"
"231",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","0.15"
"232",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","0"
"233",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","0.056"
"234",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, OTHER","CHEMICAL, OTHER: (ALKYL. DIM. BENZ. AM = 69105)","0"
"235",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, OTHER","CHEMICAL, OTHER: (CUPRAMMONIUM ACETATE = 36011)","0"
"236",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYANAMID = 14002)","0"
"237",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, OTHER","CHEMICAL, OTHER: (CYTOKININS = 116801)","0"
"238",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, OTHER","CHEMICAL, OTHER: (DECYLDIMETHYLOCTYL = 69165)","0"
"239",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIDECYL DIM. AMMON. = 69166)","0"
"240",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, OTHER","CHEMICAL, OTHER: (DIMETHYLDIOCTYL = 69149)","0"
"241",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, OTHER","CHEMICAL, OTHER: (GIBBERELLIC ACID = 43801)","0.459"
"242",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, OTHER","CHEMICAL, OTHER: (INDAZIFLAM = 80818)","0"
"243",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, OTHER","CHEMICAL, OTHER: (INDOLEBUTYRIC ACID = 46701)","0"
"244",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, OTHER","CHEMICAL, OTHER: (MINERAL OIL = 63502)","0"
"245",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","CHEMICAL, OTHER","CHEMICAL, OTHER: (REYNOUTRIA SACHALINE = 55809)","0"
"246",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","FERTILIZER","FERTILIZER: (NITROGEN)","59"
"247",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","FERTILIZER","FERTILIZER: (PHOSPHATE)","47"
"248",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","FERTILIZER","FERTILIZER: (POTASH)","51"
"249",2019,"GEORGIA","BEARING"," "," MEASURED IN LB / ACRE / YEAR","FERTILIZER","FERTILIZER: (SULFUR)","59"
"250",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (AZOXYSTROBIN = 128810)","2"
"251",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS AMYLOLIQUEFACIENS STRAIN D747 = 16482)","0"
"252",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BACILLUS SUBTILIS = 6479)","1.2"
"253",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BORAX DECAHYDRATE = 11102)","0"
"254",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (BOSCALID = 128008)","1.6"
"255",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CALCIUM POLYSULFIDE = 76702)","1.1"
"256",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CAPTAN = 81301)","2.7"
"257",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CHLOROTHALONIL = 81901)","1.1"
"258",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER CHLORIDE HYD. = 23501)","0"
"259",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER HYDROXIDE = 23401)","0"
"260",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (COPPER SULFATE = 24401)","0"
"261",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (CYPRODINIL = 288202)","2.2"
"262",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (DIFENOCONAZOLE = 128847)","0"
"263",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENBUCONAZOLE = 129011)","1.5"
"264",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FENHEXAMID = 90209)","0"
"265",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (FLUDIOXONIL = 71503)","2.1"
"266",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MEFENOXAM = 113502)","0"
"267",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (METCONAZOLE = 125619)","1.6"
"268",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MONO-POTASSIUM SALT = 76416)","3.2"
"269",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (MYCLOBUTANIL = 128857)","0"
"270",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (POLYOXIN D ZINC SALT = 230000)","0"
"271",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROPICONAZOLE = 122101)","1.6"
"272",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PROTHIOCONAZOLE = 113961)","0"
"273",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (PYRACLOSTROBIN = 99100)","1.6"
"274",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (SULFUR = 77501)","0"
"275",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TEBUCONAZOLE = 128997)","0"
"276",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, FUNGICIDE","CHEMICAL, FUNGICIDE: (TRICHODERMA HARZ. = 119202)","0"
"277",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (2,4-D, DIMETH. SALT = 30019)","0"
"278",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (AMMONIUM PELARGONATE = 31802)","0"
"279",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLETHODIM = 121011)","0"
"280",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (CLORANSULAM-METHYL = 129116)","0"
"281",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (DIURON = 35505)","1.3"
"282",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (FLUMIOXAZIN = 129034)","1.9"
"283",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLUFOSINATE-AMMONIUM = 128850)","2"
"284",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE = 417300)","0"
"285",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE AMM. SALT = 103604)","0"
"286",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE ISO. SALT = 103601)","2.1"
"287",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (GLYPHOSATE POT. SALT = 103613)","0"
"288",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (ORYZALIN = 104201)","1.2"
"289",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (OXYFLUORFEN = 111601)","0"
"290",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PARAQUAT = 61601)","2.1"
"291",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (PENOXSULAM = 119031)","0"
"292",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, HERBICIDE","CHEMICAL, HERBICIDE: (SIMAZINE = 80807)","1.2"
"293",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACEPHATE = 103301)","0"
"294",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ACETAMIPRID = 99050)","1.5"
"295",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (BIFENTHRIN = 128825)","2.2"
"296",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (CHROMOBAC SUBTSUGAE PRAA4-1 CELLS AND SPENT MEDIA = 16329)","0"
"297",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (DIAZINON = 57801)","1.3"
"298",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ESFENVALERATE = 109303)","0"
"299",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (FLUPYRADIFURONE = 122304)","0"
"300",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (IMIDACLOPRID = 129099)","2.5"
"301",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (MALATHION = 57701)","2.1"
"302",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (METHOMYL = 90301)","0"
"303",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PERMETHRIN = 109701)","0"
"304",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (PHOSMET = 59201)","1.4"
"305",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINETORAM = 110007)","1.7"
"306",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (SPINOSAD = 110003)","1.9"
"307",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (THIAMETHOXAM = 60109)","0"
"308",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, INSECTICIDE","CHEMICAL, INSECTICIDE: (ZETA-CYPERMETHRIN = 129064)","2.2"
"309",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, OTHER","CHEMICAL, OTHER: (ALKYL. DIM. BENZ. AM = 69105)","0"
"310",2019,"GEORGIA","BEARING"," "," MEASURED IN NUMBER","CHEMICAL, OTHER","CHEMICAL, OTHER: (CUPRAMMONIUM ACETATE = 36011)","0"
